ts_code,official_name,title,std_title,category,city,salary,salary_k,degree,degree_level,experience,exp_level,low_barrier,senior_barrier,n_ai,has_ai,ai_skills,n_digital,has_digital,hard_skills_digital,n_human,has_human,soft_skills_human,n_repeat,has_repeat,repeat_hits,n_creative,has_creative,creative_hits,n_rule,has_rule,rule_hits
300773.SZ,拉卡拉支付股份有限公司,售后接听客服,售后接听客服,客户营销与销售,无锡,6-7K,6.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|表达|培训|服务意识,2,1,定期|记录,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,商务经理,商务经理,客户营销与销售,扬州,4-8K,6.0,大专,2,1-3年,2.0,1,0,0,0,,0,0,,2,1,谈判|商务,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,跨境支付业务经理,跨境支付业务经理,客户营销与销售,北京,11-18K,14.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,沟通|谈判|协调|商务|拓展|推动,1,1,结算,1,1,谈判,2,1,流程|政策
300773.SZ,拉卡拉支付股份有限公司,银行合作部经理,银行合作部经理,客户营销与销售,海口,5-10K,7.5,本科,3,5-10年,4.0,0,1,0,0,,0,0,,5,1,协调|团队管理|拓展|创新|战略,0,0,,2,1,创新|研究,0,0,
300773.SZ,拉卡拉支付股份有限公司,市场总监,市场总监,其他运营支持,保定,5-10K,7.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,4,1,沟通|客户关系|带团队|人脉,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,支付业务拓展经理,支付业务拓展经理,客户营销与销售,广州,10-15K,12.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,6,1,沟通|协调|拓展|抗压|创新|推动,0,0,,2,1,创新|探索,0,0,
300773.SZ,拉卡拉支付股份有限公司,品牌运营,品牌运营,其他运营支持,上海,15-25K·13薪,21.666666666666668,本科,3,3-5年,3.0,0,0,1,1,ai,0,0,,5,1,沟通|表达|责任心|创新|解决问题,0,0,,4,1,创新|探索|研究|创意,1,1,规范
300773.SZ,拉卡拉支付股份有限公司,资金管理专员,资金管理专员,其他运营支持,北京,7-9K·13薪,8.666666666666666,本科,3,经验不限,1.0,1,0,0,0,,1,1,报表,3,1,沟通|领导|责任心,5,1,报表|日常|结算|复核|月结,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,高管/核心关键岗,高管/核心关键,其他运营支持,北京,40-60K·13薪,54.166666666666664,本科,3,10年以上,5.0,0,1,0,0,,0,0,,4,1,沟通|创新|战略|解决问题,0,0,,1,1,创新,0,0,
300773.SZ,拉卡拉支付股份有限公司,研发培训生,研发培训生,软件研发与测试运维,成都,8-13K·13薪,11.375,本科,3,在校/应届,1.0,1,0,1,1,数字人,3,1,sql|数据库|mysql,7,1,沟通|协调|培训|创新|创造|战略|推动,1,1,日常,1,1,创新,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,促销员,促销员,客户营销与销售,昆明,30-50元/时,,大专,2,经验不限,1.0,1,0,0,0,,0,0,,1,1,沟通,2,1,结算|月结,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,Java开发工程师(AI方向),java开发工程师,软件研发与测试运维,深圳,12-20K·13薪,17.333333333333332,本科,3,1-3年,2.0,0,0,1,1,ai,3,1,sql|mysql|linux,1,1,协调,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,清结算专员,清结算专员,财务会计核算,北京,8-12K·13薪,10.833333333333334,本科,3,1-3年,2.0,0,0,0,0,,0,0,,4,1,沟通|协调|责任心|推动,4,1,对账|日常|结算|跟进,0,0,,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,行业销售经理,行业销售经理,客户营销与销售,武汉,6-11K,8.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,5,1,谈判|商务|拓展|人脉|抗压,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,ai产品运营,ai产品运营,算法与AI工程,上海,8-9K·13薪,9.208333333333334,本科,3,经验不限,1.0,1,0,2,1,ai|智能体,3,1,python|sql|数据库,1,1,决策,2,1,统计|重复,1,1,创意,3,1,流程|合规|依据
300773.SZ,拉卡拉支付股份有限公司,运维专员,运维专员,软件研发与测试运维,昆明,5-6K,5.5,高中,1,经验不限,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,产品经理-收单方向,产品经理-收单,产品与需求管理,上海,15-25K,20.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,沟通|协调|责任心|抗压|跨部门|规划能力,1,1,整理,1,1,调研,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,iOS开发工程师,ios开发工程师,软件研发与测试运维,上海,18-25K·13薪,23.291666666666668,本科,3,3-5年,3.0,0,0,0,0,,1,1,数据库,3,1,沟通|创新|解决问题,1,1,提交,1,1,创新,1,1,规范
300773.SZ,拉卡拉支付股份有限公司,高级java开发工程师,java开发工程师,软件研发与测试运维,上海,15-22K,18.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,4,1,沟通|表达|责任心|解决问题,0,0,,3,1,探索|研究|架构设计,0,0,
300773.SZ,拉卡拉支付股份有限公司,SRE工程师（应届生/初级）,sre工程师,软件研发与测试运维,上海,8-12K·13薪,10.833333333333334,本科,3,1年以内,1.0,1,0,0,0,,1,1,自动化,1,1,推动,2,1,日常|巡检,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,大数据开发工程师,大数据开发工程师,数据分析与数据工程,上海,15-20K·13薪,18.958333333333332,本科,3,3-5年,3.0,0,0,1,1,大数据,7,1,python|sql|hive|hadoop|etl|linux|shell,3,1,沟通|协调|解决问题,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,运维工程师,运维工程师,软件研发与测试运维,上海,8-12K·13薪,10.833333333333334,本科,3,1-3年,2.0,0,0,0,0,,1,1,linux,1,1,抗压,2,1,日常|登记,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,前端开发工程师,前端开发工程师,软件研发与测试运维,成都,12-18K·13薪,16.25,本科,3,3-5年,3.0,0,0,0,0,,0,0,,0,0,,1,1,定期,1,1,创意,0,0,
300773.SZ,拉卡拉支付股份有限公司,java应用架构师,java应用架构师,软件研发与测试运维,上海,15-25K·13薪,21.666666666666668,本科,3,3-5年,3.0,0,0,0,0,,3,1,sql|数据库|mysql,1,1,团队管理,0,0,,1,1,架构设计,0,0,
300773.SZ,拉卡拉支付股份有限公司,产品经理（景区票务系统）,产品经理,产品与需求管理,北京,15-20K·13薪,18.958333333333332,本科,3,3-5年,3.0,0,0,0,0,,0,0,,3,1,沟通|责任心|推动,1,1,跟进,0,0,,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,平面设计,平面设计,其他运营支持,北京,4-5K·13薪,4.875,大专,2,1年以内,1.0,1,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,客户经理(五险一金、双休),客户经理,客户营销与销售,桂林,3-5K·14薪,4.666666666666667,大专,2,在校/应届,1.0,1,0,0,0,,0,0,,3,1,沟通|培训|拓展,1,1,巡检,0,0,,1,1,规定
300773.SZ,拉卡拉支付股份有限公司,售后投诉专员,售后投诉专员,其他运营支持,无锡,6-7K,6.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,3,1,协调|培训|拓展,1,1,定期,0,0,,2,1,流程|标准
300773.SZ,拉卡拉支付股份有限公司,行业客户经理,行业客户经理,客户营销与销售,南昌,7-10K,8.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,7,1,协调|商务|拓展|服务意识|抗压|创新|战略,1,1,日常,3,1,创新|研究|调研,0,0,
300773.SZ,拉卡拉支付股份有限公司,餐饮SaaS招商经理,餐饮saas招商经理,客户营销与销售,天津,10-15K,12.5,大专,2,3-5年,3.0,1,0,0,0,,1,1,数据分析,8,1,沟通|谈判|判断|培训|商务|创造|战略|推动,0,0,,2,1,谈判|判断,3,1,流程|政策|依据
300773.SZ,拉卡拉支付股份有限公司,行业合作经理/大客户经理,行业合作经理/大客户经理,客户营销与销售,石家庄,15-25K,20.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,6,1,沟通|谈判|培训|商务|拓展|抗压,0,0,,1,1,谈判,2,1,标准|规定
300773.SZ,拉卡拉支付股份有限公司,客户经理（周末双休/五险一金）,客户经理,客户营销与销售,福州,6-10K,8.0,大专,2,经验不限,1.0,1,0,0,0,,0,0,,2,1,沟通|拓展,1,1,定期,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,银行合作经理,银行合作经理,客户营销与销售,济南,8-13K,10.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,2,1,沟通|商务,3,1,对账|日常|定期,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,KA 大客直营客户经理（深圳）,ka大客直营客户经理,客户营销与销售,深圳,15-25K,20.0,大专,2,3-5年,3.0,1,0,0,0,,2,1,excel|数据分析,8,1,沟通|表达|谈判|培训|汇报|商务|抗压|跨部门,3,1,定期|跟进|记录,2,1,调研|谈判,3,1,流程|合规|政策
300773.SZ,拉卡拉支付股份有限公司,银行bd经理,银行bd经理,客户营销与销售,重庆,10-15K,12.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,7,1,沟通|谈判|协调|商务|拓展|抗压|推动,2,1,对账|跟进,1,1,谈判,3,1,流程|合规|监管
300773.SZ,拉卡拉支付股份有限公司,高级银行合作经理,银行合作经理,客户营销与销售,乌鲁木齐,8-11K,9.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,9,1,沟通|谈判|协调|客户关系|商务|拓展|抗压|创新|推动,1,1,跟进,3,1,创新|探索|谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,行业BD,行业bd,客户营销与销售,北京,6-10K,8.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,4,1,培训|商务|拓展|抗压,3,1,日常|定期|巡检,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,总经理助理,总经理助理,合规审计与法务,益阳,4-6K,5.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,4,1,沟通|培训|商务|拓展,1,1,日常,1,1,调研,0,0,
300773.SZ,拉卡拉支付股份有限公司,业务运营经理,业务运营经理,其他运营支持,厦门,8-10K·13薪,9.75,大专,2,3-5年,3.0,1,0,0,0,,1,1,接口,4,1,沟通|协调|培训|责任心,1,1,日常,0,0,,1,1,政策
300773.SZ,拉卡拉支付股份有限公司,商务拓展经理（跨境支付）,商务拓展经理,客户营销与销售,杭州,10-15K,12.5,本科,3,1-3年,2.0,0,0,0,0,,1,1,sas,5,1,沟通|领导|协调|商务|拓展,1,1,更新,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,业务运营专员,业务运营专员,财务会计核算,上海,7-9K·13薪,8.666666666666666,大专,2,1-3年,2.0,1,0,0,0,,1,1,excel,8,1,沟通|协调|培训|商务|服务意识|责任心|抗压|跨部门,6,1,归档|台账|对账|日常|统计|跟进,0,0,,4,1,流程|合规|政策|监管
300773.SZ,拉卡拉支付股份有限公司,高管职位或关键岗位招聘,高管职位或关键岗位招聘,其他运营支持,上海,30-60K,45.0,本科,3,5-10年,4.0,0,1,0,0,,0,0,,4,1,沟通|创新|战略|解决问题,0,0,,1,1,创新,0,0,
300773.SZ,拉卡拉支付股份有限公司,跨境支付商务拓展经理,跨境支付商务拓展经理,客户营销与销售,北京,11-18K,14.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,沟通|谈判|协调|商务|拓展|推动,1,1,结算,1,1,谈判,2,1,流程|政策
300773.SZ,拉卡拉支付股份有限公司,资深跨境支付BD总监,跨境支付bd总监,客户营销与销售,深圳,15-18K,16.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,沟通|谈判|协调|商务|拓展|推动,1,1,结算,1,1,谈判,2,1,流程|政策
300773.SZ,拉卡拉支付股份有限公司,海南自贸区代表,海南自贸区代表,其他运营支持,海口,25-50K·15薪,46.875,本科,3,5-10年,4.0,0,1,0,0,,1,1,接口,12,1,沟通|表达|谈判|领导|协调|统筹|决策|商务|资源整合|抗压|战略|推动,1,1,定期,3,1,研究|顶层设计|谈判,5,1,流程|合规|政策|法规|监管
300773.SZ,拉卡拉支付股份有限公司,跨境支付渠道总监,跨境支付渠道总监,客户营销与销售,成都,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,谈判|商务|拓展|跨部门|关系维护|推动,1,1,跟进,2,1,商业模式|谈判,2,1,政策|监管
300773.SZ,拉卡拉支付股份有限公司,实施工程师,实施工程师,产品与需求管理,成都,8-12K,10.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,4,1,沟通|表达|协调|方案设计,2,1,更新|跟进,1,1,调研,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,大模型研发工程师,大模型研发工程师,算法与AI工程,深圳,15-25K,20.0,本科,3,1-3年,2.0,0,0,16,1,人工智能|ai|机器学习|大模型|大语言模型|llm|deepseek|nlp|embedding|transformer|智能客服|模型训练|prompt|智能体|agent|pytorch,3,1,python|自动化|git,0,0,,2,1,日常|跟进,2,1,探索|复杂,1,1,标准
300773.SZ,拉卡拉支付股份有限公司,跨境支付/收款 商务总监,跨境支付/收款商务总监,其他运营支持,广州,15-25K,20.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,9,1,沟通|谈判|协调|客户关系|团队管理|商务|拓展|跨部门|推动,2,1,整理|定期,2,1,探索|谈判,4,1,流程|合规|政策|监管
300773.SZ,拉卡拉支付股份有限公司,高级开发工程师,软件开发工程师,软件研发与测试运维,上海,20-40K·13薪,32.5,本科,3,5-10年,4.0,0,1,1,1,大数据,3,1,sql|数据库|mysql,1,1,团队管理,0,0,,1,1,架构设计,0,0,
300773.SZ,拉卡拉支付股份有限公司,UI/UX设计师,ui/ux设计师,其他运营支持,北京,15-20K·13薪,18.958333333333332,本科,3,3-5年,3.0,0,0,0,0,,0,0,,4,1,沟通|表达|解决问题|推动,1,1,跟进,1,1,设计方案,2,1,规范|标准
300773.SZ,拉卡拉支付股份有限公司,赣南办事处客户经理,赣南办事处客户经理,客户营销与销售,赣州,5-8K,6.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,5,1,协调|商务|拓展|服务意识|抗压,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,客户经理（防城港）,客户经理,客户营销与销售,南宁,5-8K·14薪,7.583333333333333,大专,2,3-5年,3.0,1,0,0,0,,0,0,,2,1,培训|拓展,1,1,巡检,0,0,,1,1,规定
300773.SZ,拉卡拉支付股份有限公司,行业合作经理/大客户经理,行业合作经理/大客户经理,客户营销与销售,太原,15-25K,20.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,6,1,沟通|谈判|协调|培训|商务|抗压,1,1,跟进,1,1,谈判,2,1,标准|规定
300773.SZ,拉卡拉支付股份有限公司,餐饮SAAS市场经理,餐饮saas市场经理,其他运营支持,西安,8-13K,10.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,2,1,拓展|推动,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,渠道经理,渠道经理,客户营销与销售,福州,8-13K,10.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,沟通|服务意识|抗压,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,商务拓展经理-跨境全球支付,商务拓展经理,客户营销与销售,天津,15-30K,22.5,大专,2,1-3年,2.0,1,0,0,0,,1,1,sas,5,1,沟通|领导|协调|商务|拓展,1,1,更新,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,商户运营专员,商户运营专员,风险管理,上海,6-8K·13薪,7.583333333333333,大专,2,1-3年,2.0,1,0,0,0,,1,1,excel,3,1,领导|商务|跨部门,2,1,日常|跟进,0,0,,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,跨境支付bd经理,跨境支付bd经理,客户营销与销售,青岛,10-15K,12.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,3,1,谈判|商务|拓展,0,0,,2,1,商业模式|谈判,2,1,政策|监管
300773.SZ,拉卡拉支付股份有限公司,银行BD（五险一金+周末双休）,银行bd,客户营销与销售,杭州,8-13K,10.5,本科,3,经验不限,1.0,1,0,0,0,,0,0,,4,1,沟通|谈判|商务|拓展,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,跨境支付销售总监,跨境支付销售总监,客户营销与销售,深圳,11-20K,15.5,本科,3,3-5年,3.0,0,0,0,0,,0,0,,6,1,沟通|谈判|协调|商务|拓展|推动,1,1,结算,1,1,谈判,2,1,流程|政策
300773.SZ,拉卡拉支付股份有限公司,聚合支付产品经理,聚合支付产品经理,产品与需求管理,北京,20-30K·13薪,27.083333333333332,本科,3,5-10年,4.0,0,1,1,1,ai,0,0,,9,1,沟通|表达|协调|培训|责任心|抗压|跨部门|创新|推动,1,1,对账,1,1,创新,5,1,流程|规范|政策|法规|依据
300773.SZ,拉卡拉支付股份有限公司,跨境支付业务经理,跨境支付业务经理,客户营销与销售,厦门,18-25K,21.5,大专,2,1-3年,2.0,1,0,0,0,,0,0,,1,1,拓展,0,0,,0,0,,3,1,流程|合规|法规
300773.SZ,拉卡拉支付股份有限公司,香港支付业务负责人,香港支付业务负责人,其他运营支持,深圳,20-30K,25.0,本科,3,1-3年,2.0,0,0,0,0,,0,0,,4,1,谈判|商务|拓展|推动,0,0,,2,1,从0到1|谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,助总,助总,客户营销与销售,南昌,30-50K·13薪,43.333333333333336,本科,3,5-10年,4.0,0,1,0,0,,0,0,,11,1,谈判|协调|判断|团队管理|商务|拓展|资源整合|人脉|抗压|方案设计|推动,0,0,,4,1,探索|谈判|复杂|判断,2,1,流程|政策
300773.SZ,拉卡拉支付股份有限公司,行政司机,行政司机,其他运营支持,上海,7-9K·13薪,8.666666666666666,大专,2,5-10年,4.0,1,1,0,0,,0,0,,5,1,领导|判断|商务|服务意识|责任心,5,1,日常|定期|跟进|上报|记录,2,1,突发|判断,5,1,制度|规范|合规|法规|手册
300773.SZ,拉卡拉支付股份有限公司,ai产品经理(营销方向),ai产品经理,算法与AI工程,上海,12-20K·13薪,17.333333333333332,本科,3,1-3年,2.0,0,0,2,1,ai|提示词,1,1,数据分析,3,1,沟通|跨部门|推动,0,0,,4,1,探索|研究|调研|商业模式,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,AI实习生,ai实习生,算法与AI工程,上海,100-150元/天,2.71875,本科,3,,2.0,0,0,2,1,人工智能|ai,1,1,数据分析,2,1,沟通|跨部门,2,1,整理|统计,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,客户经理/总监（财富管理）,客户经理/总监,客户营销与销售,深圳,25-50K,37.5,硕士,4,3-5年,3.0,0,1,0,0,,0,0,,6,1,谈判|客户关系|商务|拓展|服务意识|关系维护,0,0,,1,1,谈判,4,1,流程|合规|规定|监管
300773.SZ,拉卡拉支付股份有限公司,餐饮SAAS营销经理--长沙,餐饮saas营销经理,客户营销与销售,长沙,8-12K,10.0,大专,2,3-5年,3.0,1,0,0,0,,0,0,,4,1,沟通|谈判|客户关系|商务,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,分公司助理总经理,分公司助理总经理,客户营销与销售,南昌,15-24K,19.5,大专,2,5-10年,4.0,1,1,0,0,,0,0,,9,1,领导|协调|统筹|团队管理|商务|拓展|抗压|创新|战略,0,0,,3,1,创新|研究|调研,1,1,指引
300773.SZ,拉卡拉支付股份有限公司,渠道经理,渠道经理,客户营销与销售,郑州,10-15K,12.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,8,1,沟通|谈判|协调|培训|商务|拓展|抗压|关系维护,0,0,,1,1,谈判,2,1,标准|规定
300773.SZ,拉卡拉支付股份有限公司,银行合作经理,银行合作经理,客户营销与销售,西安,8-11K,9.5,大专,2,3-5年,3.0,1,0,0,0,,0,0,,5,1,沟通|谈判|协调|商务|解决问题,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,saas软件销售经理,saas软件销售经理,客户营销与销售,福州,8-13K,10.5,大专,2,经验不限,1.0,1,0,0,0,,0,0,,5,1,沟通|谈判|商务|服务意识|抗压,0,0,,1,1,谈判,0,0,
300773.SZ,拉卡拉支付股份有限公司,跨境支付BD经理,跨境支付bd经理,客户营销与销售,济南,12-20K,16.0,本科,3,3-5年,3.0,0,0,0,0,,0,0,,3,1,谈判|商务|拓展,0,0,,2,1,商业模式|谈判,2,1,政策|监管
300773.SZ,拉卡拉支付股份有限公司,售前支持经理,售前支持经理,产品与需求管理,上海,12-18K·13薪,16.25,本科,3,3-5年,3.0,0,0,1,1,ai,1,1,接口,8,1,沟通|表达|培训|拓展|责任心|方案设计|解决问题|推动,1,1,定期,1,1,定制化,1,1,流程
300773.SZ,拉卡拉支付股份有限公司,行业经理（五险一金+周末双休）,行业经理,客户营销与销售,杭州,10-15K,12.5,本科,3,1-3年,2.0,0,0,0,0,,0,0,,3,1,拓展|抗压|创造,0,0,,0,0,,0,0,
300773.SZ,拉卡拉支付股份有限公司,高级合规经理,合规经理,合规审计与法务,北京,20-30K·13薪,27.083333333333332,本科,3,3-5年,3.0,0,0,0,0,,0,0,,4,1,沟通|统筹|培训|抗压,1,1,汇总,1,1,调研,3,1,制度|合规|监管
